text,Actual Class,Predicted Class
Keep It in the Family The IRS is gunning for your inherited IRA. Follow these steps to avoid costly penalties.,Business,Sci/Tech
The Next Giant Leap Rendezvous quot; for the docking techniques he developed while at MIT earning his PhD in astronautics. Lessig: Technology over ideology!,Sci/Tech,Sports
"Thailand Shows No Easy War Against Wildlife Crime (Reuters) Reuters - With an AK-47 assault rifle slung over\his shoulder, Sompong Prajobjan roamed one of Thailand's lush\national parks for more than a decade.",Sci/Tech,World
"DaimlerChrysler, GM to team up on hybrid engines General Motors and DaimlerChrysler say they #39;re teaming up to develop hybrid technology for use in their vehicles. The two giant automakers say they have signed a memorandum of understanding.",Business,Sports
FA Plan New United-Arsenal Talks The Football Association are set to wait until after the conclusion of any disciplinary action against Arsene Wenger before trying to broker a peace summit between Arsenal and Manchester United.,Sports,World
"Hundreds mourn loss of student killed by police during Red Sox ... As hundreds of mourners paid their final respects Tuesday to Victoria Snelgrove, her pastor denounced the raucous fans who prompted police to fire the pepper-spray pellet that killed the college student.",Sports,World
Communist Party seeks to win back people #39;s support THE Chinese Communist Party (CCP) has read the writing on the wall and is out to shore up its moral right to keep ruling the country.,World,Business
"Gap, Wild Planet Get Together on Radio Sweatshirt NEW YORK (Reuters) - Wild Planet, a toy maker known for its spy gear and adventure gadgets, said on Wednesday it was teaming up with clothing retailer Gap Inc GPS.N to sell sweatshirts with FM radios built in at GapKids stores.",Sci/Tech,Business
"Florida Election Supervisors Back Reforms (AP) AP - Florida's 67 county elections supervisors proposed dramatic reforms, including replacing Election Day with 11 days of voting and doing away with voting precincts.",World,Sci/Tech
Megawati kicks off 36th ASEAN economic meeting JAKARTA (Agencies): President Megawati Soekarnoputri opened high-level economic talks between members of the Association of Southeast Asian Nations (ASEAN) on Friday with a warning to ASEAN leaders that they must stay the course on their agreed,Business,World
"PM Hails Successful Launch Of Agni II NEW DELHI, AUG 29: Prime Minister Manmohan Singh on Sunday congratulated the scientists and engineers for the successful launch of the Agni II missile.",World,Sci/Tech
US edge out Brazil for gold The United States beat Brazil 2-1 in extra time to win the women's Olympic football tournament.,World,Sports
Beer and drugs hit manufacturing output Factory output fell unexpectedly in July for the second month in a row -- the first back-to-back decline in nearly two years -- as the production of beer and pharmaceuticals plummeted.,Business,World
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,Sports,Business
"Osaka school killer of 8, yakuza boss executed TOKYO - Mamoru Takuma, convicted for murdering eight children at an Osaka elementary school in 2001, has been executed, informed sources said Tuesday.",World,Sports
Microsoft Storms India Microsoft is making big news in India this week by expanding its Hyderabad campus and signing two lucrative deals in Asias fourth largest economy.,Business,Sci/Tech
"Wiretaps may mute Nextel rivals Fed up with technical excuses, FBI wants carriers to support eavesdropping capabilities for push-to-talk technology now.",Sci/Tech,Business
European probe arrives to orbit moon PARIS - Europe #39;s dishwasher-sized spacecraft has entered a lunar orbit. The unmanned mission is the continent #39;s first voyage to the moon.,Sci/Tech,World
"Bookies take bets on new Band Aid Bookies take bets on a new Band Aid single being Christmas No 1, expected to be confirmed by Midge Ure.",World,Business
"Lawyers In the Limelight By all appearances, Steven Woghin was a lawyer at the top of his game. After years in government service, the former Justice Department attorney had worked his way up to a comfortable six-figure salary and the chief legal job at software maker Computer Associates International Inc.",Business,Sports
"Sparkle starts shipping GeForce 6600 GT AGP GeForce 6600GT AGP, as good as it gets? Hardware Analysis",Sci/Tech,Sports
Summary Box: Breast Cancer Surgery Refined (AP) AP - NEW APPROACH: A study says that removing just one to three key lymph nodes can spare women lifelong arm problems and reliably indicate whether breast cancer has spread.,Sci/Tech,World
"Fire Pit Dated to Be Over 50,000 Years Old (AP) AP - In the growing debate about when people first appeared on this continent, a leading archaeologist said Wednesday he has discovered what could be sooty evidence of human occupation in North America tens of thousands of years earlier than is commonly believed.",Sci/Tech,World
"Austrian Panel OKs Siemens Takeover Bid Austrian regulators have approved Siemens AG #39;s bid to takeover engineering competitor VA Technologie AG, Austrian radio said Friday.",Business,Sports
Panel Urges N.Y. to Pay \$14 Billion More for City Schools Court-appointed referees recommended the state pay an additional \$14 billion over four years to improve New York City schools.,World,Business
APEC Ministers Urge New Effort on Trade Talks Pacific Rim trading nations said on Wednesday they should pool their influence to energize talks to free up world trade. As trade and foreign ministers from the 21-member Asia-Pacific,World,Business
"First Look: Creative Zen Portable Media Center New device plays back audio and video on the go, but it sports a hefty price tag.",Sci/Tech,Sports
Cricket: Dubai global academy The International Cricket Council are to open a global cricket academy designed to improve standards of lesser nations.,World,Sci/Tech
"Jug half full: Gophers hope to hit ground running at Michigan If Minnesota wants to walk out of Michigan Stadium with the Little Brown Jug for the first time since 1986, it had better hope its offense is its old self and its defense isnt.",Sports,World
"NASA Leader Cites Finances and Submits His Resignation Sean O #39;Keefe resigned as NASA administrator on Monday, saying he is leaving the position he has held for three years to pursue better economic opportunity for his family.",Sci/Tech,Sports
"Oreskes Named Times Deputy Managing Editor The New York Times has appointed Michael Oreskes, who directed much of the newspaper #39;s coverage of the Clinton-Lewinsky scandal, to deputy managing editor.",Business,Sports
"GAME UNDER FIRE Attacking police officers, racial slurs, bloody beatings of innocent bystanders ... is it really just a game? In four and a half minutes, 14-year-old Ryan Mason ran over a police officer, stole his gun and shot and killed three innocent bystanders.",Sci/Tech,Sports
Wind-Aided Delay May Be Plus for Pitt (AP) AP - The rainy remnants of Hurricane Frances forced Pittsburgh to practice inside in advance of its delayed season opener.,Sports,Sci/Tech
"N. Korea Economic Sanctions 'One Option'--Japan TOKYO (Reuters) - Economic sanctions against North Korea are ""one option,"" but care is needed in deciding whether to take that step, Japanese Foreign Minister Nobutaka Machimura said on Thursday, a day after Pyongyang warned Japan that imposing sanctions would be tantamount to war.",World,Business
Oil Companies In Nigeria Say They Won #39;t Give In To Threats Major oil companies operating in Nigeria #39;s oil-rich southern region say they will not give in to threats of attacks on their facilities and employees by militias.,World,Business
Live: Olympics day four Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens.,World,Sports
"Study: Wrecks Jump 3 Days After Terrorism Fatal traffic accidents increase sharply in Israel on the third day after a terrorist attack, and researchers are searching for an explanation why.",Sci/Tech,World
Microsoft to hire hundreds in India Microsoft on Tuesday announced its decision to localise Windows and Office software in 14 Indian languages over the next 12 months and that the company would hire #39;hundreds #39; in India this year.,Business,Sci/Tech
Plutonium: rising terror threat The radioactive element could be used to make weapons just as dangerous as enriched uranium bombs.,World,Sci/Tech
"UEFA bans Lazio stadium for fan misbehavior UEFA on Friday ordered Italian side Lazio to play its next European match behind closed doors as punishment for unruly fan behavior during a game last month against Partizan Belgrade, including racial taunts directed at Partizan #39;s",Sports,Business
14 Nations to Participate in Plan to Reduce Methane Thirteen countries agreed yesterday to join a global plan proposed by the Bush administration to curb methane emissions by capturing the greenhouse gas and using it as an energy source before it is released into the atmosphere.,Sci/Tech,Business
"Venezuela Seeking Arms, Perhaps MiG-29s CARACAS, Venezuela (Reuters) - Venezuela is looking to buyarms to strengthen its military capability and Russian MiG-29fighters are among the options being evaluated, a seniorofficer said on Monday.",World,Business
"American Economist Expected to Win Nobel (AP) AP - Americans have dominated the annual Nobel Memorial Prize in Economic Sciences five years running, and it may not surprise Nobel watchers if the trend continues.",Business,Sports
"Medicare Premiums to Rise Record 17 Pct. WASHINGTON - Medicare premiums for doctor visits are going up a record \$11.60 a month next year. The Bush administration says the increase reflects a strengthened Medicare, while Democrats complain that seniors are being unfairly socked...",World,Business
"Motorola Quarterly Earnings Rise Motorola Inc., the world's No. 2 maker of cell phones, on Tuesday said its quarterly profit\more than tripled, as sales rose 26 percent, driven in part by a host of new handset models and cost controls.",Sci/Tech,Business
"Viacom, Disney pay \$1.5M FCC fine Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable television networks violated advertising restrictions, the FCC said Thursday.",Business,Sci/Tech
Toile Gets A Makeover The traditional pattern shakes its fussy image as designers give it a new look,Business,Sports
"World briefs LONDON - A man wielding a machete and a knife attacked two security guards at the building housing the headquarters of the British domestic intelligence service MI5 on Friday, police said.",Business,World
Shaukat Aziz gets vote of confidence ISLAMABAD: Newly-elected known as finance wizard Prime Minister Shaukat Aziz has secured vote of confidence form the national assembly.,World,Sci/Tech
"China vows currency shift but mum on date Washington, Oct. 2: In the face of growing international pressure, Chinese officials told top US officials on Friday that they would continue to push ahead with plans to float or revalue their currency, but",Business,World
"DHS faces IT management challenge, GAO says A quot;formidable information and technology management challenge quot; faces the Homeland Security Department, according a report released today by the Government Accountability Office.",Sci/Tech,Business
Bollywood actress Nirupa Roy dies Bollywood actress Nirupa Roy dies after a heart attack at her home in Mumbai (Bombay) aged 73.,World,Business
"Alaska #39;s summer tourism pegged at 1.4 million visitors The number of summer visitors to Alaska rose from the year before, prompting the president of the Alaska Travel Industry Association to say tourism appeared to be back on track since leveling off after the 2001 terrorist attacks.",Business,World
"Stocks Climb on Strong Economic Data NEW YORK - Newly optimistic investors sent stocks sharply higher Friday, propelling the Dow Jones industrials up more than 100 points, after economic data showed strength in manufacturing and construction. Wall Street greeted the departure of PeopleSoft Inc.'s chief executive by buying up technology shares...",World,Business
US Bells Do Video on Path Blazed by Small Telcos The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.,Business,Sci/Tech
Cocoa farmers issue strike threat Unions are threatening a general strike in the Ivory Coast in a protest against the prices farmers are paid for their cocoa supplies.,Business,World
"Liberty Alliance names first director, new members The Liberty Alliance Project signalled that it expects to have longevity when it comes to developing and promoting federated identity standards by naming its first executive director on Monday.",Sci/Tech,Business
"McCain again opposes the president Global warming needs more attention, according to John McCain, and President Bush needs to lead the way. I listened to some of the hearings on this subject this week, and I must say the people testifying are",Sci/Tech,World
"Judge Orders Halt to YUKOS Unit Auction (Reuters) Reuters - A U.S. bankruptcy court on Thursday\stepped into the battle between YUKOS and the Russian\government, issuing an order to block Sunday's auction of the\company's main oil-producing arm for 10 days.",Business,Sci/Tech
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",Business,Sci/Tech
"Chirac #39;s tour of China magnifies partnership Dialogue between China and France, two countries which highly value cultural diversity and pluralism in international politics, is no doubt conducive to world peace.",World,Business
"MEPs threaten to sink commission over Buttiglione MEPs threatened last night to bring down the new European Commission before it even takes office, as a row sparked by controversial comments about homosexuality escalated into an unprecedented crisis.",World,Business
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",World,Sports
Will Hutton There were two stories last week that will have world-shaping implications. The first was in a Paris hospital and a compound in Ramallah.,Business,Sports
Court bars MCI from making payments A federal court Wednesday barred No. 2 US long-distance carrier MCI Inc. from making further payments to cover more than \$25 million in unauthorized expenses related to bankruptcy of predecessor WorldCom.,Business,Sci/Tech
"Lazard adversaries edge closer to a deal Bruce Wasserstein, head of Lazard, could reach an agreement as early as this week with Michel David-Weill, the chairman, extending the deadline for",Business,World
"Miracle in mud! REAL: Philippine rescuers were yesterday frantically digging for more survivors after four people, including a toddler, were pulled alive from a building crushed by a landslide 11 days ago.",World,Sports
"TiVo Net Loss Widens; Subscribers Grow TiVo Inc.(TIVO.O: Quote, Profile, Research) , maker of digital television recorders, on Monday said its quarterly net loss widened as it boosted spending to acquire customers, but subscribers to its fee-based TV service rose",Business,Sci/Tech
"Sony, IBM, Toshiba Give Details of 'Cell' Chip (Reuters) Reuters - IBM , Sony Corp. (6758.T) and\Toshiba Corp. (6502.T) on Monday revealed their plans for the\powerful new ""Cell"" processor the three are jointly producing\to run next-generation computers, game consoles and\televisions.",Business,Sci/Tech
"Soldiers' War Blogs Detail Life in Iraq Iraq war blogs are as varied as the soldiers who write them. Some sites feature practical news, war pictures and advice. Some are overtly political, with more slanting to the right than to the left. Some question the war, some cheer it.",Sci/Tech,World
India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.,World,Sci/Tech
Oracle Profit Rises on Software Demand SAN FRANCISCO (Reuters) - Oracle Corp. on Tuesday reported a higher quarterly profit as the world's second largest software company benefited from steady demand for its flagship database software.,Business,Sci/Tech
"Broadcaster Donates #36;325,000 to GOP (AP) AP - One of the state's biggest broadcasters has given 13 Republican county committees #36;325,000 worth of free air time to promote candidates on its radio and television stations throughout California.",World,Sci/Tech
"Unctad optimistic on global FDI inflows The United Nations Conference on Trade and Development (Unctad) on Wednesday said that though global inflows of FDI fell in 2003 for the third year in a row to \$560 billion, prospects for the current year are promising.",Business,World
"Microsoft Launches New Media Center PC Microsoft Corp. MSFT.O on Tuesday unveiled a new version of its Windows XP Media Center, adding features such as instant messaging and high-definition television to a personal computer designed for the living room.",Business,Sci/Tech
"Meditation Practice Helping Arthritis Patients By ALEX DOMINGUEZ BALTIMORE (AP) -- Dalia Isicoff knows pain. A lifelong sufferer of rheumatoid arthritis, she has had seven hip replacement surgeries...",Sci/Tech,Sports
Trump defends Martha Stewart New York real estate mogul Donald Trump defended his friend Martha Stewart as the woman who turned home economics into a media empire began her prison term.,Business,World
"MANY NEWSPAPERS SEE CIRCULATION DECLINES Some of the nation #39;s largest daily newspapers reported steep circulation declines yesterday, with overall circulation down across the industry, a new report revealed.",Business,Sci/Tech
"Gazprom Plans LNG Terminal in US Gazprom came a step closer to the liquefied natural gas market on Friday, saying Petro-Canada would help in its goal to build plants in Russia and the United States.",Business,Sci/Tech
Wharf marks debut with wickets In-form Alex Wharf made an impressive start to his international career this morning with wickets in his first two overs against India at Trent Bridge.,Sports,World
"Mars Express Instrument Finds Possible New Evidence When Vittorio Formisano, the principal investigator for the Planetary Fourier Spectrometer (PFS) aboard the European Space Agency #39;s Mars Express, announced Monday that his team found that concentrations",Sci/Tech,Sports
"CBS Realigns Entertainment Divisions eslie Moonves, the co-president of Viacom, yesterday realigned the management of the company #39;s CBS entertainment division and Paramount television production studio, promising smoother and greater interaction between the two.",Business,Sci/Tech
"Turkish Parliament Fails to Pass Reforms (AP) AP - Turkey's parliament adjourned Saturday without passing a key reform package because of divisions over the government's proposal to make adultery a crime, bringing warnings from the European Union that delays could hurt Turkey's chances of membership.",World,Sci/Tech
"The Bag of Aeolus quot;Aeolus was keeper of the winds. He gave a bag of evil winds to Odysseus, instructing him to keep it closed while a good breeze wafted him home.",World,Sports
"RealNetworks Ends Download 49-Cent Promo SEATTLE (Reuters) - RealNetworks Inc. RNWK.O is ending its 49 cent-per-song music download service but will keep the promotional prices in place for top 10 songs, the Internet media and software company said on Thursday.",Business,Sci/Tech
Collingwood anchors England (AFP) AFP - Paul Collingwood's unbeaten 80 took England to 299 for seven against Zimbabwe in their opening Champions Trophy Pool D match at Edgbaston here.,World,Sports
"Mexico Migrant Smugglers Turning to Sea (AP) AP - Migrant smugglers are skirting heightened security along the border by using small boats to shuttle people from the under-supervised Baja coast into Southern California marinas and harbors, already jammed with legal commercial ships and pleasure boat traffic.",World,Sci/Tech
"Microsoft Settles Novell Antitrust Suit (Reuters) Reuters - Microsoft Corp. said\on Monday it agreed to settle antitrust lawsuits with Novell\Inc. and an industry trade group, marking the end of a\decade-long antitrust battle.",Business,Sci/Tech
"General Mills converting all US cereals to whole grain GOLDEN VALLEY, Minn. -- Breakfast cereal maker General Mills is converting all of its cereals to whole grain. The company says it becomes the first leading food company to make the move involving cereals.",Business,Sci/Tech
"Connors rallying cry for British tennis quot;Do you have it in your heart? How much guts do you have? How much do you hate to lose? quot;. These are the questions Jimmy Connors will be asking of Britain #39;s brightest tennis hopes in the months, and possibly years, to come.",Sports,Sci/Tech
"\$904,800 in refund checks go undelivered in Southeastern ... PHILADELPHIA - The Internal Revenue Service is looking for 1,088 Southeastern Pennsylvanians whose income tax refund checks could not be delivered.",Business,Sports
EBay #39;s Buy Of Rent.com May Lack Strategic Sense Standard amp; Poor #39;s Equity Research said the purchase of Rent.com by eBay (nasdaq: EBAY - news - people ) could be a bit of a miscalculation.,Business,Sci/Tech
"DaimlerChrysler, Mitsubishi in venture Automaker DaimlerChrysler AG said Wednesday it has signed a contract with Japan #39;s Mitsubishi Motors Corp. in which the two companies renewed their commitment to joint production and development projects.",Business,Sci/Tech
"TheStreet.com May Be Up for Sale -- Report (Reuters) Reuters - TheStreet.com Inc. , the\financial news and commentary Web site, may be up for sale,\according to a report in Business Week, sparking a 7 percent\rise in its shares.",Sci/Tech,Business
"India test-fires missile NEW DELHI, Nov 26: India on Friday test fired Akash, the indigenously developed surface-to-air missile from the Integrated Test Range at Chandipur-on-sea, about 14km from Balasore (Orissa).",World,Sci/Tech
"Corporate Krueger haunts PeopleSoft A few weeks ago the then-CEO of PeopleSoft, Craig Conway, posed the following question to attendees at a technology conference: quot;Have you ever had a bad dream that never ended?",Business,Sci/Tech
Closing Arguments In Enron Barge Trial Houston -- Prosecutors claim six executives conspired to push through a 1999 sham sale of barges because they didn #39;t think they #39;d get caught.,Business,Sci/Tech
"Semiconductor Manufacturing to Boost Capacity by Half (Update2) Semiconductor Manufacturing International Corp., China #39;s biggest supplier of made-to-order chips, said its factory capacity will rise by more than half in the second half as the company brings more plants on line.",Sci/Tech,Business
"Atlanta police arrest Braves player on DUI charge ATLANTA - Atlanta Braves shortsop Rafael Furcal has been arrested on charges of driving under the influence. Jail officials say Furcal was booked into the Atlanta city jail at 6:25 am on charges of DUI, speeding and reckless driving.",Sports,World
Mass. court denies new trial for convict BOSTON -- The state appeals court on Thursday declined to allow a new trial for a father convicted of beating a man to death at their sons #39; hockey practice.,Sports,World
Indonesian diplomats asked to help improve RI #39;s bad image JAKARTA (Antara): President Susilo Yudhoyono asked Indonesian diplomats on Monday to help the government improve Indonesia #39;s bad image.,Business,World
Manpower survey forecasts slow hiring in early 2005 Those planning to look for a job in the Kalamazoo area during the first quarter of 2005 might find the going slow. The pace of hiring among area employers is expected to be slow during the first quarter of,Business,Sci/Tech
Rumours surround Google browser The search giant Google is rumoured to be working on its own web browser.,Business,Sci/Tech
Take Two Torts and Call Me in the Morning The friction that sometimes strains the patient-doctor relationship when lawyers seek medical care is at an all-time high.,Sci/Tech,Sports
Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.,Business,Sci/Tech
"Guinn #39;s lack of fire does him in Amazing what a change of scenery will do. After moving training camps from Houston to San Antonio after a couple of lackluster performances, featherweight contender Rocky",Sports,World
"Singer: Minaya returns home NEW YORK -- Omar Minaya stood behind a small lectern in a danky room in the bowels of Shea Stadium, and allowed his life to flash before his eyes.",Sports,World
Fresh bid to dismiss Jackson case Lawyers for Michael Jackson say the singer's child molestation case should be dropped.,World,Sports
"Stocks Climb on Drop in Consumer Prices NEW YORK - Stocks rose for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term. With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...",World,Business
"Bush defends tax cuts WASHINGTON, Oct 2 (AFP) - US President George W. Bush said Saturday he would renew some of the huge tax cuts that form a cornerstone of his economic rejuvenation policy and chided Democratic challenger John Kerry for opposing the cuts.",Business,World
"New Englanders greet the day with wings on their heels In a Framingham coffee shop yesterday morning, an elderly man softly asked a customer if he could see her newspaper. When the woman held up the front page, emblazoned with news of the Red Sox victory, the man stared in silence, touched his eyes, and began to cry.",Sports,World
"Symantec Said to Be in Talks for Veritas Symantec, which produces the Norton line of computer products, is in talks to acquire Veritas Software, a maker of data backup programs.",Business,Sci/Tech
Richardson Keeps Faith in Himself Kieran Richardson has banished any thought of leaving Manchester United - either permanently or on loan. The 20-year-old Londoner is expected to make his 20th senior appearance tonight as Sir Alex Ferguson,Sports,World
Monti gives Abbey takeover green light European Competition Commissioner Mario Monti has given the green light to the UK8.75bn takeover bid by Spain #39;s Santander for the UK #39;s Abbey National.,Business,Sports
Cricket: Tendulkar to miss test Sachin Tendulkar is almost certain to miss Thursday's second Test against Australia in Madras.,World,Sports
"New air routes to more profits Major airlines can #39;t make their low-cost competitors disappear into thin air, but they can fly away from them, which they are planning to do, to overseas routes where bargain-basement carriers don #39;t go.",Business,Sci/Tech
"Rison Free After Making Support Payment (AP) AP - Former Pro Bowl receiver Andre Rison was released from jail Monday after paying #36;10,000 in child support.",Sports,World
"Army restricted ethnic recruits The British Army secretly restricted numbers of ethnic recruits, according to official files just released.",World,Business
"Mich. Elephant Gets Therapy for Arthritis ROYAL OAK, Mich. - Like any patient, Wanda needs positive reinforcement to wrestle through her physical therapy...",World,Sci/Tech
"Survey: IT spending to grow modestly next year CIO confidence is up in third quarter, according to Forrester poll.",Sci/Tech,Business
Turkey Faces Long Road to EU Membership The European Commission #39;s cautious recommendation that Turkey begin membership negotiations puts the country a step closer to realizing its dream of joining Europe -- but,World,Sci/Tech
"DEBKAfile Special Analysis Before deporting him to Lebanon in 1991, the late Yitzhak Rabin called Ezz-Eldin Sheikh al-Khalil the snakes head, singling him out as the terror master who raised and handled Hamas most accomplished terror operatives, Adnan al Hool and",World,Sports
"HP Shifting Last of Itanium Engineers Hewlett-Packard Co. (HPQ.N: Quote, Profile, Research) and Intel Corp. (INTC.O: Quote, Profile, Research) on Wednesday ended their 10-year partnership to co-develop the Itanium chip",Sci/Tech,Business
"Iraq's Neighbors to Get Little for Environment Loss (Reuters) Reuters - Iraq's neighbors want tens of billions\of dollars for environmental damage done in the 1990-1 Gulf\conflict, but are set to get only paltry funds from the United",Sci/Tech,World
"Appeals court faults Oracle in shareholder suit Judges send case back to lower court to sort out allegations of improper bookkeeping and ""suspicious"" stock sales.",Sci/Tech,Business
"Arrowhead: It still is pointing the way In comparison to its contemporaries it could be termed a modern marvel, an example of how to do things right when everyone else was doing things wrong.",Sports,Sci/Tech
"Bea Arthur for President Bea Arthur sparked a security scare at Logan Airport in Boston this week when she tried to board a Cape Air flight with a pocketknife in her handbag. The ""Golden Girls"" star, now 81, was flagged by a Transportation Security Administration agent, who discovered the knife - a strict no-no following 9/11. ""She started yelling that it wasn't hers and said 'The terrorists put it there,' "" a fellow passenger said. ""She kept yelling about the 'terrorists, the terrorists, the terrorists.' "" After the blade was confiscated, Arthur took a keyring from her bag and told the agent it belonged to the ""terrorists,"" before throwing it at them. - via philly.com",Sci/Tech,World
"Brown Bears Came to N. America Earlier Than Thought, Fossil ... The discovery also sheds light on the ancestry of modern brown bears, which has long puzzled researchers. A genetic analysis of the skull fragment indicates its owner was closely related to the brown bears",Sci/Tech,World
Virus writers look for work THE WRITERS of the MyDoom viruses are encoding job applications into the latest variants of the bug. According to Sophos the plea for work was found when its boffins were stripping the code of the MyDoom-U and MyDoom-V variants.,Sci/Tech,World
"22 Spend Own Fortunes, One Wins House Seat (AP) AP - Of the 22 candidates who each spent more than #36;1 million of their own money trying to win their first election to Congress, only one made it.",World,Sports
"Worldwide PC Market Seen Doubling by 2010 NEW YORK (Reuters) - The number of personal computers worldwide is expected to double to about 1.3 billion by 2010, driven by explosive growth in emerging markets such as China, Russia and India, according to a report released on Tuesday by Forrester Research Inc.",Sci/Tech,Business
"Ford to Recall 474,000 SUVs Worldwide (Reuters) Reuters - Ford Motor Co said on Friday it\was recalling about 474,000 Escape and Mazda Tribute sport\utility vehicles globally because the accelerator cable may\prevent the engine from returning to the idle position, which\could increase stopping distance and result in a crash.",Business,Sci/Tech
"ASEAN moves closer to single market with #39;road map #39;, global trade ... JAKARTA : ASEAN finance ministers ended a meeting which saw Southeast Asia edge closer to a Europe-style single market, laying out a quot;road map quot; for integration and opening doors to wider global trade.",World,Sci/Tech
